sit-out	TOLERATE ABSTAIN_AVOID_REFRAIN
haunt	FOLLOW_IN_SPACE VISIT AFFECT
tour	VISIT
drop-by	VISIT
drop-in	VISIT
revisit	VISIT
travel-to	VISIT
see	VISIT UNDERSTAND DECIDE_DETERMINE INTERPRET VERIFY COURT MATCH MANAGE KNOW PERCEIVE UNDERGO_EXPERIENCE ACCOMPANY SEE LOOK IMAGINE ANALYZE MEET
wench	VISIT
sightsee	VISIT
read	UNDERSTAND INTERPRET READ CITE TRY INFORM RECORD HEAR_LISTEN STUDY
reread	READ
decipher	READ INTERPRET
leaf	READ ANALYZE GROW_PLOW
numerate	READ COUNT
skim-over	READ GO_FORWARD
lipread	READ
lip-read	READ
speech-read	READ
dip-into	READ
misread	READ INTERPRET
snare	LURE_ENTICE CATCH
bait	OFFEND_DISESTEEM LURE_ENTICE ATTACK_BOMB
tempt	TRY LURE_ENTICE PERSUADE AROUSE_WAKE_ENLIVEN
allure	LURE_ENTICE
stool	REACT EXCRETE LURE_ENTICE GROW_PLOW
entice	LURE_ENTICE
lure	LURE_ENTICE
capture	HUNT REPRESENT STEAL_DEPRIVE LURE_ENTICE CATCH
enamour	LURE_ENTICE
trance	LURE_ENTICE
becharm	LURE_ENTICE MANAGE
enamor	LURE_ENTICE
captivate	LURE_ENTICE
beguile	LURE_ENTICE DECEIVE
charm	MANAGE PROTECT LURE_ENTICE PERSUADE
fascinate	LIKE LURE_ENTICE BLOCK
bewitch	BEWITCH ATTRACT_SUCK LURE_ENTICE
entrance	LURE_ENTICE CHANGE_APPEARANCE/STATE
enchant	BEWITCH LURE_ENTICE CAUSE_MENTAL_STATE
decoy	LURE_ENTICE
command	ORDER COVER_SPREAD_SURMOUNT COST LEAD_GOVERN MANAGE
prescribe	ORDER
will	ORDER CHOOSE GIVE_GIFT
instruct	ORDER TEACH INFORM
stet	ORDER ANNUL
ordain	ORDER ASSIGN
enact	ORDER SIMULATE
gee	ORDER TURN_CHANGE_DIRECTION
enjoin	ORDER PRECLUDE_FORBID_EXPEL
adjure	ORDER ASK_REQUEST
direct	ORDER MOVE_SOMETHING ORGANIZE DIRECT_AIM_MANEUVER PUT_APPLY_PLACE_PAVE LEAD_GOVERN
emulate	SIMULATE CHALLENGE_ENGAGE
impeach	CHALLENGE_ENGAGE ACCUSE
defy	CHALLENGE_ENGAGE RESIST
question	ASK_REQUEST CHALLENGE_ENGAGE THINK
oppugn	CHALLENGE_ENGAGE
call-into-question	CHALLENGE_ENGAGE
call-one's-bluff	CHALLENGE_ENGAGE
confront	FACE_CHALLENGE CHALLENGE_ENGAGE SEE
face	ORIENT COVER_SPREAD_SURMOUNT SHOW FACE_CHALLENGE CHALLENGE_ENGAGE SEW TURN_CHANGE_DIRECTION
impugn	CHALLENGE_ENGAGE
heckle	CHALLENGE_ENGAGE WASH_CLEAN
antagonize	OPPOSE_REBEL_DISSENT CHALLENGE_ENGAGE
antagonise	OPPOSE_REBEL_DISSENT CHALLENGE_ENGAGE
litigate	CHALLENGE_ENGAGE ACCUSE
outrival	CHALLENGE_ENGAGE
outvie	CHALLENGE_ENGAGE
look-at	CONSIDER UNDERSTAND
reconsider	CONSIDER
think-out	CONSIDER
think-twice	CONSIDER
entertain	CONSIDER ENJOY EXPERIENCE_MENTAL_STATE
think-of	REMEMBER CONSIDER REFER CHOOSE CREATE_MATERIALIZE
toy-with	CONSIDER
flirt-with	CONSIDER
think-about	CONSIDER THINK
echo	REMEMBER REPEAT
recall	FOCUS REMEMBER RESTORE_STATE_UNDO_UNWIND RECALL
misremember	REMEMBER
remember	APPROVE_PRAISE WELCOME CELEBRATE_PARTY REMEMBER
remind	HELP_HEAL_CARE_CURE REMEMBER
bring-to	REMEMBER
bring-back	REMEMBER RESTORE_STATE_UNDO_UNWIND
bring-round	PERSUADE REMEMBER
bring-around	PERSUADE HELP_HEAL_CARE_CURE REMEMBER
slip	INSERT GO_FORWARD MOVE_SOMETHING MISTAKE REMEMBER HURT_HARM_ACHE GIVE_GIFT DECREASE
slip-one's-mind	REMEMBER
drag-up	REMEMBER
dredge-up	REMEMBER
look-back	LOOK REMEMBER
retrospect	REMEMBER
unlearn	FORGET REMEMBER
recollect	REMEMBER
forget	LEAVE_BEHIND FORGET REMEMBER
bury	REMEMBER CLOUD_SHADOW_HIDE CAVE_CARVE ENCLOSE_WRAP BURY_PLANT
keep-note	REMEMBER
blank-out	CANCEL_ELIMINATE REMEMBER
draw-a-blank	REMEMBER
construct	PAINT REMEMBER MOUNT_ASSEMBLE_PRODUCE
retrace	GO_FORWARD REMEMBER
reminisce	REMEMBER
think-back	REMEMBER
come-to-mind	REMEMBER
spring-to-mind	REMEMBER
mind	REMEMBER THINK FOCUS OFFEND_DISESTEEM WATCH_LOOK_OUT MANAGE
bear-in-mind	REMEMBER
put-out	BOTHER DEFEAT TRY EXTEND HAVE_SEX DIM RECALL WEAKEN SLEEP PUBLISH
decommission	RECALL
demilitarize	REMOVE_TAKE_AWAY_KIDNAP RECALL
demilitarise	REMOVE_TAKE_AWAY_KIDNAP RECALL
cashier	DISCARD DISMISS_FIRE
dissolve	DESTROY FINISH_CONCLUDE_END COMBINE_MIX_UNITE CONVERT_CHEMICALLY/BIOLOGICALLY/PHYSICALLY DISMISS_FIRE CAUSE_MENTAL_STATE EXPERIENCE_MENTAL_STATE WEAKEN REDUCE_DIMINISH DISBAND_BREAK_UP
dismiss	DRIVE_BACK DISBAND_BREAK_UP REFUSE DISMISS_FIRE
dethrone	DISMISS_FIRE
disbar	DISMISS_FIRE
clean-out	STEAL_DEPRIVE EMPTY_UNLOAD DISMISS_FIRE
squeeze-out	SHAPE EXTRACT DISMISS_FIRE EARN OBTAIN WET
winkle-out	MOVE_SOMETHING DISMISS_FIRE
lay-off	FINISH_CONCLUDE_END DISMISS_FIRE
oust	REPLACE DISMISS_FIRE
throw-out	DRIVE_BACK DISCARD PROPOSE DISMISS_FIRE REFUSE
drum-out	DISMISS_FIRE
boot-out	DRIVE_BACK DISMISS_FIRE
kick-out	DRIVE_BACK DISMISS_FIRE
expel	DRIVE_BACK CANCEL_ELIMINATE REMOVE_TAKE_AWAY_KIDNAP DISMISS_FIRE
depose	DECREE_DECLARE DISMISS_FIRE
force-out	DRIVE_BACK WET EXTRACT DISMISS_FIRE
pension-off	GIVE_GIFT DISMISS_FIRE
demobilize	DISMISS_FIRE
demobilise	DISMISS_FIRE
demob	DISMISS_FIRE
inactivate	SWITCH_OFF_TURN_OFF_SHUT_DOWN DISMISS_FIRE
defrock	DISMISS_FIRE
unfrock	DISMISS_FIRE
displace	REMOVE_TAKE_AWAY_KIDNAP MOVE_SOMETHING REPLACE DISMISS_FIRE
fire	DESTROY SHOOT_LAUNCH_PROPEL OPERATE DRIVE_BACK CHANGE_APPEARANCE/STATE DISMISS_FIRE FUEL AROUSE_WAKE_ENLIVEN
give-notice	INFORM DISMISS_FIRE
can	PRESERVE DISMISS_FIRE
give-the-axe	DISBAND_BREAK_UP DISMISS_FIRE
send-away	DISBAND_BREAK_UP DISMISS_FIRE
sack	STEAL_DEPRIVE INSERT EARN DISMISS_FIRE
give-the-sack	DISMISS_FIRE
terminate	FINISH_CONCLUDE_END DISMISS_FIRE
downsize	REDUCE_DIMINISH DISMISS_FIRE
deactivate	SWITCH_OFF_TURN_OFF_SHUT_DOWN DISMISS_FIRE
unseat	REMOVE_TAKE_AWAY_KIDNAP DISMISS_FIRE
muster-out	DISMISS_FIRE
superannuate	SPOIL DECREE_DECLARE RESIGN_RETIRE DISMISS_FIRE
lustrate	DISMISS_FIRE
invalid	HURT_HARM_ACHE DISMISS_FIRE
grasp	UNDERSTAND CATCH
ply	LOAD_PROVIDE_CHARGE_FURNISH TRAVEL USE CATCH JOIN_CONNECT
snatch	REMOVE_TAKE_AWAY_KIDNAP CATCH
glom	STEAL_DEPRIVE CATCH
trap	CAGE_IMPRISON BLOCK CATCH
cling-to	CATCH
hold-close	CATCH
hold-tight	CATCH
clutch	CATCH CAUSE_MENTAL_STATE
ensnare	CATCH
entrap	CATCH
set-up	FAKE ORGANIZE BUILD MOUNT_ASSEMBLE_PRODUCE LOAD_PROVIDE_CHARGE_FURNISH ESTABLISH SORT_CLASSIFY_ARRANGE CATCH CREATE_MATERIALIZE PREPARE STAY_DWELL
swoop	GO_FORWARD CATCH
swoop-up	CATCH
grip	BLOCK CATCH
take-hold-of	CATCH
nab	CAGE_IMPRISON CATCH DRIVE_BACK
ebb	MOVE_BACK DECREASE CATCH
net	SEW EARN CATCH GIVE_GIFT
nett	CATCH
recapture	FEEL CONQUER CATCH REPEAT
retake	CONQUER RECORD CATCH
wield	AFFECT CATCH
grapple	FACE_CHALLENGE CATCH
intercept	CATCH DECEIVE
wrest	CATCH
claw	CORRODE_WEAR_AWAY_SCRATCH GO_FORWARD CATCH CRITICIZE
trammel	RESTRAIN CATCH
cradle	RUN CUT PUT_APPLY_PLACE_PAVE WASH_CLEAN DEVELOP_AGE CATCH
take-hold	LEAD_GOVERN CATCH
gin	SEPARATE_FILTER_DETACH CATCH
collar	LOAD_PROVIDE_CHARGE_FURNISH CAGE_IMPRISON CATCH
seize	HUNT STEAL_DEPRIVE REMOVE_TAKE_AWAY_KIDNAP CAUSE_MENTAL_STATE CATCH LIKE
prehend	CATCH
clasp	CATCH SECURE_FASTEN_TIE
snatch-up	CATCH
clench	PRESS_PUSH_FOLD CATCH
clinch	TOUCH SECURE_FASTEN_TIE FLATTEN_SMOOTHEN BLOCK CATCH SETTLE_CONCILIATE
bag	INSERT HANG STEAL_DEPRIVE FILL CATCH
lasso	CATCH
rope	CATCH SECURE_FASTEN_TIE
incriminate	IMPLY ACCUSE
imply	IMPLY
inculpate	IMPLY
entail	RESTRAIN IMPLY
implicate	PARTICIPATE IMPLY
cost	IMPLY COST
mean	REFER IMPLY PLAN_SCHEDULE EXPERIENCE_MENTAL_STATE MEAN
repose-on	IMPLY
rest-on	IMPLY STABILIZE_SUPPORT_PHYSICALLY
build-on	IMPLY
build-upon	IMPLY
contribute	GIVE_GIFT IMPLY LOAD_PROVIDE_CHARGE_FURNISH EXIST_WITH_FEATURE
conduce	IMPLY
connote	IMPLY
devolve-on	IMPLY
turn-on	OPERATE ENJOY IMPLY AROUSE_WAKE_ENLIVEN EXPERIENCE_MENTAL_STATE ATTACK_BOMB
hinge-on	IMPLY
hinge-upon	IMPLY
make-out	AFFIRM UNDERSTAND FACE_CHALLENGE IMPLY PERCEIVE HAVE_SEX RESULT_CONSEQUENCE WRITE PUBLISH
fall-out	HAPPEN_OCCUR SEPARATE_FILTER_DETACH IMPLY SORT_CLASSIFY_ARRANGE QUARREL_POLEMICIZE
predicate	AFFIRM IMPLY
suggest	AROUSE_WAKE_ENLIVEN IMPLY PROPOSE
intimate	IMPLY PROPOSE
get-the-jump	WIN
prevail	EXIST_LIVE CONTINUE PERSUADE WIN LEAD_GOVERN
triumph	ENJOY WIN EXPERIENCE_MENTAL_STATE
outdo	WIN OVERCOME_SURPASS
outflank	WIN OVERCOME_SURPASS
best	WIN
scoop	WIN REMOVE_TAKE_AWAY_KIDNAP
letter	WRITE WIN PRINT
take-the-cake	WIN
consist	INCLUDE_AS MATCH GROUND_BASE_FOUND EXIST_WITH_FEATURE
comprise	INCLUDE_AS EXIST_WITH_FEATURE
encompass	INCLUDE_AS
comprehend	INCLUDE_AS UNDERSTAND PERCEIVE
subsume	INCLUDE_AS CORRELATE
incorporate	INCLUDE_AS COMBINE_MIX_UNITE
constitute	ASSIGN INCLUDE_AS ESTABLISH EXIST_WITH_FEATURE
inhere-in	INCLUDE_AS
attach-to	INCLUDE_AS ACCOMPANY
fall-into	INCLUDE_AS
fall-under	INCLUDE_AS
reside	INCLUDE_AS STAY_DWELL
repose	PUT_APPLY_PLACE_PAVE INCLUDE_AS LIE
send-out	SEND
cable	SECURE_FASTEN_TIE SEND
telegraph	SEND
wire	LOAD_PROVIDE_CHARGE_FURNISH INSERT SECURE_FASTEN_TIE SEND
invoice	SEND
immigrate	LEAVE_DEPART_RUN_AWAY SEND ARRIVE
express-mail	SEND
send-in	SEND GIVE_GIFT
accredit	ACCEPT ASCRIBE SEND
message	SEND
send-off	SHOOT_LAUNCH_PROPEL SEND
despatch	SEND
spam	SEND
mail	SEND
forward	SEND
send-on	SEND
instrument	LOAD_PROVIDE_CHARGE_FURNISH SEND CREATE_MATERIALIZE
mail-out	SEND
greet	WELCOME SEND PERCEIVE
remit	DRIVE_BACK LOOSEN PARDON DELAY ANNUL SEND DECREASE
hospitalize	SEND
hospitalise	SEND
relay	OPERATE SEND
route	DIRECT_AIM_MANEUVER SEND
massage	TOUCH SEND
bundle-off	SEND
fax	SEND
telefax	SEND
facsimile	SEND
fund	CONVERT PAY FUND STORE
see-through	CONTINUE FUND PERCEIVE
underwrite	PROTECT FUND
subvention	FUND
subvent	FUND
chat-up	COURT PERSUADE
badger	BOTHER PERSUADE
decide	INFLUENCE DECIDE_DETERMINE FINISH_CONCLUDE_END PERSUADE
rope-in	PERSUADE DIVIDE
guide	ORIENT MOVE_SOMETHING DIRECT_AIM_MANEUVER PERSUADE
steer	TURN_CHANGE_DIRECTION DIRECT_AIM_MANEUVER PERSUADE
talk-out-of	PERSUADE
hollo	SHOUT MAKE_A_SOUND PERSUADE
push	MOVE_SOMETHING SELL WORK TRY PERSUADE PUBLICIZE DEVELOP_AGE PRESS_PUSH_FOLD
bear-on	PRESERVE AFFECT REFER PERSUADE
seduce	COURT PERSUADE
persuade	PERSUADE
talk-into	PERSUADE
impel	MOVE_SOMETHING PERSUADE
brainwash	TEACH PERSUADE
beat-down	LIGHT_SHINE DRIVE_BACK PERSUADE
bargain-down	PERSUADE
soft-soap	PERSUADE FLATTER
influence	INFLUENCE PERSUADE
wheedle	PERSUADE
cajole	PERSUADE
blarney	PERSUADE
coax	PERSUADE
sweet-talk	PERSUADE
inveigle	PERSUADE
win-over	PERSUADE
convince	PERSUADE
dissuade	PERSUADE
deter	OPPOSE_REBEL_DISSENT PERSUADE
drive-home	CARRY_OUT_ACTION PERSUADE
ram-home	PERSUADE
press-home	PERSUADE
instigate	AROUSE_WAKE_ENLIVEN PERSUADE
accrete	INCREASE_ENLARGE_MULTIPLY GROW_PLOW
tiller	GROW_PLOW
foliate	SHAPE GROW_PLOW EMBELLISH COVER_SPREAD_SURMOUNT WRITE
plough	TRAVEL GROW_PLOW
bush-out	GROW_PLOW
inseminate	INSERT GROW_PLOW
sow	INSERT BURY_PLANT GROW_PLOW
sow-in	GROW_PLOW
cross-fertilize	COMBINE_MIX_UNITE GROW_PLOW
cross-fertilise	COMBINE_MIX_UNITE GROW_PLOW
afforest	GROW_PLOW
forest	GROW_PLOW
replant	GROW_PLOW
overgrow	DEVELOP_AGE GROW_PLOW
grow-over	GROW_PLOW
trellis	GROW_PLOW
spike	SECURE_FASTEN_TIE GROW_PLOW HOLE_PIERCE BLOCK INCREASE_ENLARGE_MULTIPLY EXIST_WITH_FEATURE
spike-out	GROW_PLOW
ripen	GROW_PLOW
mature	GROW_PLOW PAY DEVELOP_AGE AMELIORATE EXCRETE
re-afforest	GROW_PLOW
sprout	GROW_PLOW
fructify	GROW_PLOW
rotate	TRAVEL TURN_CHANGE_DIRECTION ALTERNATE GROW_PLOW
produce	MOUNT_ASSEMBLE_PRODUCE HAPPEN_OCCUR GROW_PLOW CHANGE_APPEARANCE/STATE SHOW GENERATE PUBLISH
pod	REMOVE_TAKE_AWAY_KIDNAP GROW_PLOW
fertilize	INSERT AROUSE_WAKE_ENLIVEN GROW_PLOW
fertilise	INSERT AROUSE_WAKE_ENLIVEN GROW_PLOW
germinate	CREATE_MATERIALIZE GROW_PLOW
spud	HOLE_PIERCE GROW_PLOW
bourgeon	GROW_PLOW
burgeon-forth	GROW_PLOW
root	GROW_PLOW GROUND_BASE_FOUND DIG_UP BURY_PLANT STAY_DWELL
ramify	SEPARATE_FILTER_DETACH COMPLEXIFY GROW_PLOW
branch	SEPARATE_FILTER_DETACH GROW_PLOW
graft	PUT_APPLY_PLACE_PAVE GROW_PLOW
engraft	SECURE_FASTEN_TIE GROW_PLOW
ingraft	GROW_PLOW
till	GROW_PLOW
reforest	GROW_PLOW
train	TEACH GROW_PLOW TRY DIRECT_AIM_MANEUVER PULL MOVE_BY_MEANS_OF AMELIORATE PREPARE STUDY
tree	EXTEND BLOCK CHASE GROW_PLOW
overcrop	GROW_PLOW
overcultivate	GROW_PLOW
regrow	GROW_PLOW
undergrow	GROW_PLOW
ridge	SHAPE GROW_PLOW CONTINUE THROW DIG_UP
mellow	REDUCE_DIMINISH EXPERIENCE_MENTAL_STATE GROW_PLOW
culture	GROW_PLOW
reseed	GROW_PLOW
bloom	GROW_PLOW
blossom	DEVELOP_AGE GROW_PLOW
flower	GROW_PLOW
undernourish	FEED
malnourish	FEED
grass	BETRAY COVER_SPREAD_SURMOUNT FEED KNOCK_DOWN DRY
force-feed	FEED
regale	FEED
help	ABSTAIN_AVOID_REFRAIN FEED HELP_HEAL_CARE_CURE USE AMELIORATE SIMPLIFY
surfeit	FEED ENJOY
cloy	SATISFY_FULFILL FEED
adjust	SETTLE_CONCILIATE ADJUST_CORRECT
fine-tune	AMELIORATE ADJUST_CORRECT
tweak	ADJUST_CORRECT REMOVE_TAKE_AWAY_KIDNAP
over-correct	ADJUST_CORRECT
overcompensate	COMPENSATE ADJUST_CORRECT
sanitize	ADJUST_CORRECT HELP_HEAL_CARE_CURE
sanitise	ADJUST_CORRECT HELP_HEAL_CARE_CURE
trim	EMBELLISH ADJUST_CORRECT REDUCE_DIMINISH CUT
zero	ADJUST_CORRECT
size	SORT_CLASSIFY_ARRANGE COVER_SPREAD_SURMOUNT ADJUST_CORRECT
attemper	ADJUST_CORRECT
synchronize	MATCH ADJUST_CORRECT HAPPEN_OCCUR
synchronise	MATCH ADJUST_CORRECT HAPPEN_OCCUR
copyread	ADJUST_CORRECT
subedit	ADJUST_CORRECT
copyedit	ADJUST_CORRECT
remediate	ADJUST_CORRECT
remedy	ADJUST_CORRECT HELP_HEAL_CARE_CURE
repair	GO_FORWARD REPAIR_REMEDY PAY AROUSE_WAKE_ENLIVEN ADJUST_CORRECT
amend	AMELIORATE ADJUST_CORRECT
reset	ADJUST_CORRECT RESTORE_STATE_UNDO_UNWIND
realign	ADJUST_CORRECT
realine	ADJUST_CORRECT
time	PLAN_SCHEDULE ADJUST_CORRECT MEASURE_EVALUATE
focus	FOCUS MOVE_SOMETHING ADJUST_CORRECT
focalize	FOCUS ADJUST_CORRECT LIE
focalise	FOCUS ADJUST_CORRECT LIE
calibrate	ADJUST_CORRECT
customize	ADJUST_CORRECT
customise	ADJUST_CORRECT
revise	ADJUST_CORRECT
regulate	INFLUENCE ADJUST_CORRECT ANALYZE
regularize	ADJUST_CORRECT
regularise	ADJUST_CORRECT
redetermine	ADJUST_CORRECT
edit	CANCEL_ELIMINATE ADJUST_CORRECT PUBLISH
ordinate	ASSIGN ADJUST_CORRECT
coordinate	MANAGE ADJUST_CORRECT ORGANIZE MATCH
sync	ADJUST_CORRECT
recombine	COMBINE_MIX_UNITE ADJUST_CORRECT
compensate	COMPENSATE PAY ADJUST_CORRECT
counterbalance	COMPENSATE ADJUST_CORRECT
even-out	ADJUST_CORRECT FLATTEN_SMOOTHEN
even-off	ADJUST_CORRECT
even-up	ADJUST_CORRECT FLATTEN_SMOOTHEN
debug	ADJUST_CORRECT
index	SORT_CLASSIFY_ARRANGE ADJUST_CORRECT LOAD_PROVIDE_CHARGE_FURNISH
edit-out	ADJUST_CORRECT
conform	ADJUST_CORRECT MATCH
attune	ADJUST_CORRECT
plumb	BURDEN_BEAR MEASURE_EVALUATE ADJUST_CORRECT SEARCH
custom-make	ADJUST_CORRECT
tailor-make	SEW ADJUST_CORRECT
temper	PREPARE ADJUST_CORRECT REDUCE_DIMINISH CHANGE_APPEARANCE/STATE
right	PAY ADJUST_CORRECT RESTORE_STATE_UNDO_UNWIND
collimate	ADJUST_CORRECT BORDER
refocus	FOCUS ADJUST_CORRECT
transcribe	CONVERT_CHEMICALLY/BIOLOGICALLY/PHYSICALLY WRITE ADJUST_CORRECT
tune-in	ADJUST_CORRECT
graduate	AMELIORATE ADJUST_CORRECT GIVE_GIFT
tune	ADJUST_CORRECT
tune-up	ADJUST_CORRECT
whiteout	ADJUST_CORRECT DIM
white-out	ADJUST_CORRECT DIM INCREASE_ENLARGE_MULTIPLY
round-off	EMBELLISH SHAPE ADJUST_CORRECT
round-down	ADJUST_CORRECT
round-out	AMELIORATE SHAPE FINISH_CONCLUDE_END ADJUST_CORRECT
round	SHAPE PRONOUNCE EMBELLISH TRAVEL DEVELOP_AGE CRITICIZE ADJUST_CORRECT
retool	LOAD_PROVIDE_CHARGE_FURNISH ADJUST_CORRECT
normalize	PREPARE ADJUST_CORRECT CHANGE_APPEARANCE/STATE
normalise	ADJUST_CORRECT CHANGE_APPEARANCE/STATE
renormalize	ADJUST_CORRECT
renormalise	ADJUST_CORRECT
zero-in	DIRECT_AIM_MANEUVER ADJUST_CORRECT
misalign	ADJUST_CORRECT
backpedal	MOVE_BACK ADJUST_CORRECT
true	ADJUST_CORRECT
true-up	ADJUST_CORRECT
configure	ADJUST_CORRECT
sharpen	SHARPEN AROUSE_WAKE_ENLIVEN INCREASE_ENLARGE_MULTIPLY AMELIORATE ADJUST_CORRECT
emend	ADJUST_CORRECT
standardize	ADJUST_CORRECT MEASURE_EVALUATE
standardise	ADJUST_CORRECT MEASURE_EVALUATE
phase	PLAN_SCHEDULE ADJUST_CORRECT
rarefy	CONVERT_CHEMICALLY/BIOLOGICALLY/PHYSICALLY ADJUST_CORRECT REDUCE_DIMINISH
sublimate	DIRECT_AIM_MANEUVER WASH_CLEAN ADJUST_CORRECT CHANGE_APPEARANCE/STATE
subtilize	AMELIORATE ADJUST_CORRECT DISTINGUISH_DIFFER
pistol-whip	HIT
run-into	ENDANGER HIT MEET
bump-into	HIT
jar-against	HIT
butt-against	HIT BORDER
knock-against	HIT
lash	HIT MOVE_SOMETHING SECURE_FASTEN_TIE
buffet	HIT
knock-about	HIT EXIST_LIVE
batter	HIT SHAPE
ram-down	TEACH HIT
leather	HIT
switch-hit	HIT
knock	HIT MAKE_A_SOUND TOUCH CRITICIZE
spang	HIT
bang	HAVE_SEX HIT MAKE_A_SOUND CLOSE
rear-end	HIT
cat	HIT EXCRETE
stroke	HIT FLATTER TOUCH MOVE_BY_MEANS_OF
backhand	HIT
cuff	HIT BLOCK
whomp	DEFEAT HIT
land	HIT CHANGE_APPEARANCE/STATE KNOCK_DOWN LAND_GET_OFF ARRIVE
impinge-on	HIT
collide-with	HIT
belt	HIT SING SECURE_FASTEN_TIE
broadside	HIT
carom	HIT
follow-through	HIT FINISH_CONCLUDE_END
elbow	TRAVEL HIT
punt	HIT SHOOT_LAUNCH_PROPEL BID
snick	HIT CUT
swat	HIT
double	ASK_REQUEST HIT WORK BEND INCREASE_ENLARGE_MULTIPLY REPEAT
submarine	HIT DIRECT_AIM_MANEUVER THROW FALL_SLIDE_DOWN ATTACK_BOMB
racket	CELEBRATE_PARTY HIT MAKE_A_SOUND
bean	HIT
undercut	HIT SELL CUT
slice	HIT CUT
single	HIT
cowhide	HIT
collide	HIT DISTINGUISH_DIFFER
clash	QUARREL_POLEMICIZE HIT DISTINGUISH_DIFFER
sideswipe	HIT
punch	HIT HOLE_PIERCE
plug	INSERT HIT CONTINUE PUBLICIZE CLOSE
paste	COVER_SPREAD_SURMOUNT HIT ATTACH
shock	HIT GATHER CAUSE_MENTAL_STATE HURT_HARM_ACHE UNDERGO_EXPERIENCE EXPERIENCE_MENTAL_STATE
hew	HIT SHAPE
tee-off	HIT
putt	HIT
glance	LOOK HIT
click	HIT UNDERSTAND MAKE_A_SOUND PRONOUNCE
sledgehammer	HIT
hammer	HIT MOUNT_ASSEMBLE_PRODUCE
smack	HIT TASTE TOUCH MAKE_A_SOUND EXIST_WITH_FEATURE
thwack	HIT
whack	HIT
wham	HIT
whop	HIT
wallop	DEFEAT HIT
snag	HIT CUT OBTAIN
hack	HIT CUT REDUCE_DIMINISH REPAIR_REMEDY BREATH_BLOW MANAGE
box	INSERT HIT FIGHT
bunt	PUSH_SOMEONE HIT
drag-a-bunt	HIT
sclaff	HIT
smite	HURT_HARM_ACHE HIT EXPERIENCE_MENTAL_STATE
prang	HIT
cudgel	HIT
fustigate	HIT
cane	HIT
flog	HIT
spank	HIT
larrup	HIT
knap	HIT SEPARATE_FILTER_DETACH
boot	START_FUNCTIONING HIT
ditch	HIT DISCARD LAND_GET_OFF GIVE_UP_ABOLISH_ABANDON REMOVE_TAKE_AWAY_KIDNAP CAVE_CARVE
drop-kick	HIT SCORE
dropkick	HIT SCORE
welt	HIT STRENGTHEN_MAKE_RESISTANT
slash	TRAVEL HIT REDUCE_DIMINISH CUT
strap	SHARPEN HIT SECURE_FASTEN_TIE
ground	TEACH HIT COVER_SPREAD_SURMOUNT RESTRAIN THROW PUT_APPLY_PLACE_PAVE FALL_SLIDE_DOWN ATTACH GROUND_BASE_FOUND JOIN_CONNECT LAND_GET_OFF
buff	HIT WASH_CLEAN
clout	HIT
swipe	STEAL_DEPRIVE HIT
beat-up	GROUP HIT
work-over	HIT
stun	HIT CAUSE_MENTAL_STATE
bat	COME_AFTER_FOLLOW_IN_TIME HIT MOVE_SOMETHING DEFEAT USE
beetle	HIT HANG GO_FORWARD
lob	HIT
whang	HIT CRITICIZE
jab	HIT PRESS_PUSH_FOLD CUT
bastinado	HIT
slap	HIT
percuss	HIT
riposte	HIT ANSWER
belabour	HIT CRITICIZE WORK
belabor	HIT CRITICIZE WORK
place-kick	HIT SCORE
stub	HIT FINISH_CONCLUDE_END REMOVE_TAKE_AWAY_KIDNAP EXTRACT
top	HIT FINISH_CONCLUDE_END OVERCOME_SURPASS CUT COVER_SPREAD_SURMOUNT REACH
beak	HIT
clobber	DEFEAT HIT
baste	SEW HIT WET
triple	HIT INCREASE_ENLARGE_MULTIPLY
lam-into	HIT
tear-into	HIT
lace-into	HIT
pitch-into	HIT
lay-into	HIT
strike-hard	HIT
cosh	HIT
boom	HIT MAKE_A_SOUND INCREASE_ENLARGE_MULTIPLY
lam	HIT LEAVE_DEPART_RUN_AWAY
full	EMBELLISH HIT
poke	HIT PUSH_SOMEONE HOLE_PIERCE PRESS_PUSH_FOLD SEARCH
shell	HIT DEFEAT GATHER REMOVE_TAKE_AWAY_KIDNAP FALL_SLIDE_DOWN ATTACK_BOMB CAVE_CARVE
sock	HIT
bop	DANCE HIT
whap	HIT
bonk	HAVE_SEX HIT
bash	HIT
croquet	HIT PLAY_SPORT/GAME
pummel	HIT
pommel	HIT
biff	HIT
shank	HIT
thud	HIT MAKE_A_SOUND
loft	PAINT HIT SHOOT_LAUNCH_PROPEL STORE
headbutt	HIT
slam	DANCE HIT CLOSE THROW
horsewhip	HIT
birch	HIT
flagellate	HIT
scourge	PUNISH DESTROY HIT
club	AMASS HIT ALLY_ASSOCIATE_MARRY MEET
foul-out	HIT
realize	CONVERT UNDERSTAND LOAD_PROVIDE_CHARGE_FURNISH EARN CREATE_MATERIALIZE
realise	CONVERT UNDERSTAND LOAD_PROVIDE_CHARGE_FURNISH EARN CREATE_MATERIALIZE
anticipate	UNDERSTAND GUESS REACT EXPERIENCE_MENTAL_STATE PRECEDE
previse	WARN UNDERSTAND
foreknow	UNDERSTAND
foresee	REACT IMAGINE UNDERSTAND
sense	UNDERSTAND PERCEIVE
catch-on	UNDERSTAND CHANGE_APPEARANCE/STATE
get-wise	UNDERSTAND
get-onto	UNDERSTAND
latch-on	UNDERSTAND ATTACH
cotton-on	UNDERSTAND
twig	CIRCULATE_SPREAD_DISTRIBUTE UNDERSTAND
